time,open,high,low,close,volume,tbbav
2026-01-15 13:00:00+00:00,96981.66,97032.99,96620.12,96846.75,496.85903,279.07068
2026-01-15 14:00:00+00:00,96846.74,97165.03,95592.69,96063.43,1629.09421,690.96921
2026-01-15 15:00:00+00:00,96063.43,96791.67,95435.91,96737.04,2359.5541,1467.00969
2026-01-15 16:00:00+00:00,96737.04,96969.99,96272.72,96738.51,1973.14331,1158.68622
2026-01-15 17:00:00+00:00,96738.5,97163.0,96426.18,96636.35,2398.07402,1648.07052
2026-01-15 18:00:00+00:00,96636.35,96650.51,95745.25,95835.0,2117.40598,574.11439
2026-01-15 19:00:00+00:00,95835.01,95920.31,95183.13,95516.01,1380.26708,436.78129
2026-01-15 20:00:00+00:00,95516.01,95660.0,95134.48,95260.67,524.36978,232.37827
2026-01-15 21:00:00+00:00,95260.68,95631.08,95196.0,95584.35,297.62442,194.24325
2026-01-15 22:00:00+00:00,95584.36,95871.0,95488.91,95583.87,269.05055,125.28313
2026-01-15 23:00:00+00:00,95583.87,95718.31,95378.58,95604.8,276.3785,101.51066
2026-01-16 00:00:00+00:00,95604.81,95828.01,95570.96,95633.5,207.12295,105.55232
2026-01-16 01:00:00+00:00,95633.5,95855.12,95420.75,95664.18,401.56495,181.33311
2026-01-16 02:00:00+00:00,95664.17,95687.47,95393.9,95504.4,384.29986,172.16909
2026-01-16 03:00:00+00:00,95504.4,95586.6,95321.58,95354.69,214.15334,87.97233
2026-01-16 04:00:00+00:00,95354.69,95582.41,95133.03,95261.29,700.90747,243.97575
2026-01-16 05:00:00+00:00,95261.3,95676.73,95242.18,95660.37,746.7663,295.91178
2026-01-16 06:00:00+00:00,95660.38,95816.83,95534.0,95741.21,443.54681,227.48797
2026-01-16 07:00:00+00:00,95741.22,95788.34,95489.6,95653.16,403.70542,171.06274
2026-01-16 08:00:00+00:00,95653.16,95871.47,95570.68,95676.0,594.74259,333.81403
2026-01-16 09:00:00+00:00,95676.01,95788.17,95601.5,95613.53,177.27273,77.83219
2026-01-16 10:00:00+00:00,95613.53,95637.0,95280.51,95307.35,538.64006,146.8001
2026-01-16 11:00:00+00:00,95307.35,95470.0,95261.43,95429.09,303.73259,143.92687
2026-01-16 12:00:00+00:00,95429.09,95569.0,95353.5,95458.55,289.70117,143.92815
2026-01-16 13:00:00+00:00,95458.55,95579.0,95288.05,95448.87,277.92918,119.03808
2026-01-16 14:00:00+00:00,95448.86,95809.08,95192.35,95192.36,624.83754,325.38446
2026-01-16 15:00:00+00:00,95192.36,95663.15,94293.46,94585.98,1821.66491,724.01442
2026-01-16 16:00:00+00:00,94585.99,94990.73,94508.0,94872.55,811.28371,407.38973
2026-01-16 17:00:00+00:00,94872.55,95130.49,94555.88,95076.08,513.23212,309.70907
2026-01-16 18:00:00+00:00,95076.09,95215.74,94960.04,95001.19,353.51337,134.88787
2026-01-16 19:00:00+00:00,95001.19,95055.31,94841.31,95002.09,176.56522,68.38386
2026-01-16 20:00:00+00:00,95002.09,95561.5,94682.0,95553.6,414.87593,235.54461
2026-01-16 21:00:00+00:00,95553.61,95600.0,95359.69,95523.52,341.14068,175.63889
